,trade_dt,s_info_windcode,s_dq_open,s_dq_high,s_dq_low,s_dq_close,s_dq_preclose,s_dq_volume
0,2021-04-16,605086,15.43,18.52,15.43,18.52,12.86,2261.5
1,2021-04-19,605086,20.37,20.37,20.37,20.37,18.52,900.25
2,2021-04-20,605086,22.41,22.41,22.41,22.41,20.37,2650.77
3,2021-04-21,605086,24.65,24.65,24.65,24.65,22.41,1878.91
4,2021-04-22,605086,27.12,27.12,27.12,27.12,24.65,1800.5
5,2021-04-23,605086,29.83,29.83,29.83,29.83,27.12,7183.89
6,2021-04-26,605086,32.81,32.81,32.01,32.81,29.83,95671.45
7,2021-04-27,605086,34.68,36.09,34.0,36.09,32.81,185245.5
8,2021-04-28,605086,36.9,39.69,32.48,32.48,36.09,154125.57
9,2021-04-29,605086,29.23,29.23,29.23,29.23,32.48,10224.0
10,2021-04-30,605086,26.31,28.64,26.31,26.89,29.23,159946.51
11,2021-05-06,605086,26.63,27.89,25.13,26.5,26.89,133428.6
12,2021-05-07,605086,26.1,29.15,25.98,29.15,26.5,111124.79
13,2021-05-10,605086,29.5,31.6,27.7,28.98,29.15,161498.76
14,2021-05-11,605086,28.1,31.0,27.17,29.72,28.98,140321.75
15,2021-05-12,605086,29.28,32.0,28.95,30.01,29.72,124156.88
16,2021-05-13,605086,28.96,28.98,27.53,27.8,30.01,94962.63
17,2021-05-14,605086,28.11,28.49,27.2,27.28,27.8,69337.29
18,2021-05-17,605086,26.98,27.28,25.83,26.18,27.28,61800.76
19,2021-05-18,605086,26.47,28.8,26.47,28.8,26.18,40706.61
20,2021-05-19,605086,30.42,31.68,30.42,31.68,28.8,108812.45
21,2021-05-20,605086,31.33,31.43,29.15,30.32,31.68,141184.94
22,2021-05-21,605086,30.43,33.0,30.43,32.32,30.32,163018.86
23,2021-05-24,605086,30.85,32.32,29.51,31.52,32.32,103685.86
24,2021-05-25,605086,31.84,33.0,30.3,30.9,31.52,99455.09
25,2021-05-26,605086,29.98,30.59,29.02,30.59,30.9,93892.0
26,2021-05-27,605086,30.88,30.94,29.16,29.58,30.59,78647.95
27,2021-05-28,605086,29.8,30.3,28.87,28.95,29.58,64150.55
28,2021-05-31,605086,28.82,29.68,27.91,29.52,28.95,70198.92
29,2021-06-01,605086,29.09,32.13,29.0,30.66,29.52,99784.5
30,2021-06-02,605086,30.45,31.38,30.21,31.18,30.66,85669.61
31,2021-06-03,605086,30.8,31.49,29.71,29.71,31.18,77771.21
32,2021-06-04,605086,28.8,28.8,27.5,27.68,29.71,80064.62
33,2021-06-07,605086,27.26,28.05,27.13,27.7,27.68,36627.53
34,2021-06-08,605086,27.72,27.98,26.51,27.08,27.7,49451.29
35,2021-06-09,605086,27.0,27.69,26.71,27.12,27.08,37040.35
36,2021-06-10,605086,27.0,27.25,26.5,26.53,27.12,39659.64
37,2021-06-11,605086,26.75,27.3,26.24,27.18,26.53,41514.76
38,2021-06-15,605086,27.0,27.0,25.21,25.35,27.18,44336.99
39,2021-06-16,605086,25.3,25.3,24.21,24.31,25.35,33765.15
40,2021-06-17,605086,24.3,24.76,24.19,24.32,24.31,20927.57
41,2021-06-18,605086,24.4,24.77,23.87,24.51,24.32,25190.6
42,2021-06-21,605086,24.52,24.98,24.51,24.84,24.51,21000.78
43,2021-06-22,605086,24.91,25.34,24.55,25.07,24.84,24071.08
44,2021-06-23,605086,25.04,25.04,24.33,24.39,25.07,30707.91
45,2021-06-24,605086,24.36,24.39,23.64,23.77,24.39,29341.32
46,2021-06-25,605086,23.6,24.18,23.51,23.84,23.77,17891.64
47,2021-06-28,605086,23.83,24.09,23.57,23.8,23.84,13502.92
48,2021-06-29,605086,23.77,24.8,23.52,24.28,23.8,30909.44
49,2021-06-30,605086,24.3,24.5,23.63,23.73,24.28,20975.94
50,2021-07-01,605086,23.69,23.93,23.53,23.53,23.73,17749.95
51,2021-07-02,605086,23.5,23.53,22.72,22.78,23.53,21317.47
52,2021-07-05,605086,22.65,23.79,22.65,23.48,22.78,21846.65
53,2021-07-06,605086,23.53,24.32,23.42,23.81,23.48,25541.75
54,2021-07-07,605086,23.41,24.36,23.41,24.07,23.81,22188.62
55,2021-07-08,605086,24.03,24.1,23.03,23.1,24.07,24080.01
56,2021-07-09,605086,23.05,25.41,22.98,25.41,23.1,46547.27
57,2021-07-12,605086,26.0,26.68,25.41,25.59,25.41,82097.66
58,2021-07-13,605086,25.5,25.87,24.84,25.27,25.59,43792.39
59,2021-07-14,605086,25.25,25.67,24.86,24.89,25.27,35614.08
60,2021-07-15,605086,24.86,26.26,24.72,26.02,24.89,54554.62
61,2021-07-16,605086,25.6,25.86,25.12,25.15,26.02,33991.51
62,2021-07-19,605086,25.38,25.43,24.01,24.19,25.15,33656.14
63,2021-07-20,605086,23.62,23.7,23.13,23.59,24.19,27244.16
64,2021-07-21,605086,23.68,25.95,23.6,25.95,23.59,22317.21
65,2021-07-22,605086,26.8,28.49,25.61,26.98,25.95,105239.7
66,2021-07-23,605086,26.71,28.42,26.45,27.6,26.98,82258.76
67,2021-07-26,605086,27.4,28.34,26.62,28.12,27.6,70158.43
68,2021-07-27,605086,27.7,28.56,26.13,26.15,28.12,60775.71
69,2021-07-28,605086,25.83,26.14,23.58,24.92,26.15,44514.19
70,2021-07-29,605086,24.9,27.28,24.8,26.6,24.92,50399.29
71,2021-07-30,605086,26.26,27.0,26.05,26.24,26.6,34444.65
72,2021-08-02,605086,26.36,27.38,26.05,26.75,26.24,37414.49
73,2021-08-03,605086,27.05,28.17,26.65,26.93,26.75,56324.77
74,2021-08-04,605086,26.62,27.28,26.51,27.14,26.93,33212.45
75,2021-08-05,605086,27.0,27.0,26.13,26.69,27.14,25924.33
76,2021-08-06,605086,26.76,26.76,25.4,25.68,26.69,30137.16
77,2021-08-09,605086,25.68,26.4,25.58,25.74,25.68,18133.05
78,2021-08-10,605086,25.65,26.16,25.12,25.38,25.74,25372.28
79,2021-08-11,605086,25.46,26.23,25.44,25.81,25.38,25613.47
80,2021-08-12,605086,25.88,25.88,25.26,25.33,25.81,23867.76
81,2021-08-13,605086,25.23,25.88,25.1,25.81,25.33,21272.57
82,2021-08-16,605086,25.8,28.23,25.7,26.83,25.81,50954.41
83,2021-08-17,605086,26.6,27.25,26.3,27.01,26.83,41980.7
84,2021-08-18,605086,26.86,27.68,26.21,27.05,27.01,37188.65
85,2021-08-19,605086,26.78,26.88,25.68,25.71,27.05,31376.08
86,2021-08-20,605086,25.7,25.7,24.45,24.77,25.71,25750.79
87,2021-08-23,605086,24.89,25.6,24.89,25.57,24.77,16694.16
88,2021-08-24,605086,25.47,27.78,25.08,27.18,25.57,66402.9
89,2021-08-25,605086,27.13,27.5,26.76,27.28,27.18,40521.46
90,2021-08-26,605086,27.19,28.46,26.9,27.75,27.28,52934.95
91,2021-08-27,605086,27.7,28.21,27.17,27.54,27.75,37012.17
92,2021-08-30,605086,27.55,28.58,26.88,27.85,27.54,48701.32
93,2021-08-31,605086,27.3,28.2,26.91,27.74,27.85,33866.36
94,2021-09-01,605086,27.96,28.88,26.01,26.6,27.74,51743.86
95,2021-09-02,605086,26.1,28.36,26.02,27.67,26.6,42000.68
96,2021-09-03,605086,27.64,28.5,26.61,26.97,27.67,39674.91
97,2021-09-06,605086,26.9,28.68,26.21,28.32,26.97,57635.62
98,2021-09-07,605086,28.06,28.5,27.8,28.18,28.32,32305.38
99,2021-09-08,605086,27.99,28.87,27.64,27.93,28.18,31718.68
100,2021-09-09,605086,28.0,29.48,27.66,29.21,27.93,64777.9
101,2021-09-10,605086,29.0,29.07,27.08,27.53,29.21,63730.45
102,2021-09-13,605086,27.18,28.11,27.18,27.47,27.53,31419.63
103,2021-09-14,605086,27.15,27.3,26.33,26.5,27.47,33671.57
104,2021-09-15,605086,26.5,27.19,26.31,26.87,26.5,19534.34
105,2021-09-16,605086,26.91,27.2,25.63,25.66,26.87,34086.58
106,2021-09-17,605086,25.6,26.15,25.3,25.8,25.66,20887.19
107,2021-09-22,605086,25.4,25.71,24.88,25.1,25.8,18541.62
108,2021-09-23,605086,25.18,25.38,24.83,24.97,25.1,14687.43
109,2021-09-24,605086,25.02,25.13,24.25,24.32,24.97,18576.47
110,2021-09-27,605086,24.31,24.44,23.41,23.45,24.32,15882.66
111,2021-09-28,605086,23.6,23.66,23.29,23.61,23.45,7707.62
112,2021-09-29,605086,23.58,23.58,22.7,22.75,23.61,11687.35
113,2021-09-30,605086,22.78,23.14,22.71,22.89,22.75,10982.04
114,2021-10-08,605086,23.34,23.65,23.07,23.63,22.89,10742.37
115,2021-10-11,605086,23.59,23.75,23.37,23.55,23.63,7906.38
116,2021-10-12,605086,23.54,23.54,22.96,23.19,23.55,6816.82
117,2021-10-13,605086,23.01,23.41,22.95,23.41,23.19,6754.6
118,2021-10-14,605086,23.34,24.76,23.34,24.03,23.41,14759.05
119,2021-10-15,605086,24.26,24.26,23.66,23.81,24.03,8378.3
120,2021-10-18,605086,23.82,24.26,23.56,24.15,23.81,8069.62
121,2021-10-19,605086,24.04,24.15,23.85,24.15,24.15,6031.67
122,2021-10-20,605086,24.14,24.14,23.65,23.75,24.15,6462.38
123,2021-10-21,605086,23.75,24.1,23.71,24.1,23.75,10559.78
124,2021-10-22,605086,24.4,24.4,23.18,23.21,24.1,12986.27
125,2021-10-25,605086,23.12,23.45,22.7,23.37,23.21,7421.71
126,2021-10-26,605086,23.3,23.73,23.12,23.37,23.37,7355.36
127,2021-10-27,605086,23.37,23.56,22.22,22.32,23.37,13076.81
